date,y,discount_rate,coupon_rate,y_diff
2019-12-07,9724310.0,17.95%,0.73%,-1193913.0
2019-12-08,13327254.0,19.63%,0.64%,3602944.0
2019-12-09,12355081.0,18.67%,0.58%,-972173.0
2019-12-10,12014019.0,18.56%,0.55%,-341062.0
2019-12-11,12253189.0,17.04%,0.53%,239170.0
2019-12-12,11634390.0,16.62%,0.46%,-618799.0
2019-12-13,10566462.0,18.24%,0.63%,-1067928.0
2019-12-14,10457991.0,18.70%,0.51%,-108471.0
2019-12-15,12957232.0,18.01%,0.56%,2499241.0
2019-12-16,12524985.0,20.07%,0.41%,-432247.0
2019-12-17,11121635.0,17.04%,0.37%,-1403350.0
2019-12-18,10408452.0,18.08%,0.39%,-713183.0
2019-12-19,8408970.0,18.97%,0.39%,-1999482.0
2019-12-20,7550796.0,22.00%,0.43%,-858174.0
2019-12-21,6385590.0,22.13%,0.38%,-1165206.0
2019-12-22,6614485.0,21.50%,0.42%,228895.0
2019-12-23,5806398.0,21.58%,0.43%,-808087.0
2019-12-24,4828230.0,24.88%,0.45%,-978168.0
2019-12-25,6345249.0,24.25%,0.40%,1517019.0
2019-12-26,8349394.0,24.83%,0.41%,2004145.0
2019-12-27,8328472.0,22.93%,0.39%,-20922.0
2019-12-28,7782235.0,23.37%,0.37%,-546237.0
2019-12-29,8154162.0,24.54%,0.61%,371927.0
2019-12-30,7141564.0,22.28%,0.61%,-1012598.0
2019-12-31,5177334.0,24.61%,1.00%,-1964230.0
2020-01-01,6132088.0,24.10%,0.45%,954754.0
2020-01-02,8873931.0,23.39%,0.45%,2741843.0
2020-01-03,9241192.0,23.59%,0.43%,367261.0
2020-01-04,9164339.0,23.32%,0.39%,-76853.0
2020-01-05,9964575.0,26.71%,0.41%,800236.0
2020-01-06,9025212.0,25.40%,0.41%,-939363.0
2020-01-07,11184867.0,29.60%,0.41%,2159655.0
2020-01-08,10661562.0,29.25%,0.39%,-523305.0
2020-01-09,9880642.0,29.59%,0.39%,-780920.0
2020-01-10,8999233.0,29.58%,0.35%,-881409.0
2020-01-11,9146991.0,28.98%,0.37%,147758.0
2020-01-12,11056435.0,29.91%,0.51%,1909444.0
2020-01-13,9281375.0,28.45%,0.52%,-1775060.0
2020-01-14,9345828.0,27.40%,0.46%,64453.0
2020-01-15,9287764.0,26.33%,0.41%,-58064.0
2020-01-16,7896119.0,26.71%,0.38%,-1391645.0
2020-01-17,8152540.0,29.10%,0.45%,256421.0
2020-01-18,8199998.0,26.98%,0.40%,47458.0
2020-01-19,10044392.0,24.92%,0.50%,1844394.0
2020-01-20,8583138.0,24.68%,0.51%,-1461254.0
2020-01-21,9144522.0,26.36%,0.47%,561384.0
2020-01-22,9417989.0,25.90%,0.45%,273467.0
2020-01-23,9118287.0,27.42%,0.48%,-299702.0
2020-01-24,8519708.0,29.15%,0.52%,-598579.0
2020-01-25,8107755.0,25.76%,0.51%,-411953.0
2020-01-26,14361086.0,27.28%,8.85%,6253331.0
2020-01-27,11764865.0,25.71%,8.20%,-2596221.0
2020-01-28,13579846.0,26.97%,9.09%,1814981.0
2020-01-29,8814434.0,23.61%,0.60%,-4765412.0
2020-01-30,7918341.0,25.78%,0.48%,-896093.0
2020-01-31,7837195.0,24.36%,0.48%,-81146.0
2020-02-01,8053703.0,21.06%,0.38%,216508.0
2020-02-02,9622921.0,18.42%,0.36%,1569218.0
2020-02-03,8349223.0,18.82%,0.35%,-1273698.0
2020-02-04,8697318.0,19.26%,0.33%,348095.0
2020-02-05,8739794.0,20.26%,0.36%,42476.0
2020-02-06,8039115.0,22.18%,0.38%,-700679.0
2020-02-07,7003209.0,21.82%,0.49%,-1035906.0
2020-02-08,7356612.0,19.42%,0.39%,353403.0
2020-02-09,8840248.0,15.58%,0.46%,1483636.0
2020-02-10,9021374.0,15.91%,0.79%,181126.0
2020-02-11,9492522.0,17.11%,0.76%,471148.0
2020-02-12,9765512.0,21.52%,0.75%,272990.0
2020-02-13,8409753.0,20.73%,0.85%,-1355759.0
2020-02-14,7838368.0,19.54%,0.64%,-571385.0
2020-02-15,7277227.0,17.02%,0.29%,-561141.0
2020-02-16,9150937.0,14.59%,0.31%,1873710.0
2020-02-17,8402623.0,14.90%,0.30%,-748314.0
2020-02-18,8471884.0,15.21%,0.32%,69261.0
2020-02-19,9251125.0,19.12%,0.31%,779241.0
2020-02-20,7920228.0,20.06%,0.45%,-1330897.0
2020-02-21,7182036.0,17.88%,0.41%,-738192.0
2020-02-22,7406150.0,16.12%,0.29%,224114.0
2020-02-23,9239084.0,14.53%,0.31%,1832934.0
2020-02-24,8324616.0,15.18%,0.30%,-914468.0
2020-02-25,8978459.0,15.35%,0.30%,653843.0
2020-02-26,9111578.0,15.67%,0.28%,133119.0
2020-02-27,8670134.0,16.21%,0.31%,-441444.0
2020-02-28,7531061.0,16.13%,0.30%,-1139073.0
2020-02-29,8432927.0,15.46%,0.29%,901866.0
2020-03-01,12255149.0,15.24%,3.65%,3822222.0
2020-03-02,9715966.0,14.12%,3.31%,-2539183.0
2020-03-03,10520096.0,12.75%,4.47%,804130.0
2020-03-04,9723537.0,13.62%,0.32%,-796559.0
2020-03-05,8783248.0,13.20%,0.26%,-940289.0
2020-03-06,8432308.0,15.53%,0.28%,-350940.0
2020-03-07,8705161.0,14.78%,0.24%,272853.0
2020-03-08,10989028.0,14.17%,0.43%,2283867.0
2020-03-09,9517514.0,14.49%,0.62%,-1471514.0
2020-03-10,9293987.0,13.37%,0.53%,-223527.0
2020-03-11,9447835.0,12.19%,0.46%,153848.0
2020-03-12,8286728.0,13.95%,0.30%,-1161107.0
2020-03-13,6032948.0,13.54%,0.33%,-2253780.0
2020-03-14,6877707.0,15.15%,0.27%,844759.0
2020-03-15,7704831.0,13.07%,0.28%,827124.0
2020-03-16,6765826.0,16.08%,0.29%,-939005.0
2020-03-17,7150056.0,16.34%,0.30%,384230.0
2020-03-18,9505771.0,18.33%,1.91%,2355715.0
2020-03-19,9180622.0,18.68%,2.19%,-325149.0
2020-03-20,8849723.0,18.99%,2.69%,-330899.0
2020-03-21,9364469.0,20.75%,0.28%,514746.0
2020-03-22,10483983.0,20.31%,0.28%,1119514.0
2020-03-23,8672006.0,20.93%,0.27%,-1811977.0
2020-03-24,9695268.0,22.62%,0.27%,1023262.0
2020-03-25,10774999.0,22.17%,0.28%,1079731.0
2020-03-26,10753256.0,21.56%,0.27%,-21743.0
2020-03-27,11672917.0,21.18%,1.97%,919661.0
2020-03-28,11794301.0,22.28%,1.46%,121384.0
2020-03-29,14714630.0,21.47%,1.68%,2920329.0
2020-03-30,10965620.0,20.28%,0.35%,-3749010.0
2020-03-31,11163501.0,19.92%,0.33%,197881.0
2020-04-01,13293305.0,21.23%,1.38%,2129804.0
2020-04-02,12534917.0,20.35%,1.14%,-758388.0
2020-04-03,14110365.0,21.59%,1.51%,1575448.0
2020-04-04,12493648.0,21.66%,0.29%,-1616717.0
2020-04-05,14402206.0,20.63%,0.35%,1908558.0
2020-04-06,14862770.0,19.52%,0.60%,460564.0
2020-04-07,13321658.0,14.94%,0.31%,-1541112.0
2020-04-08,12748460.0,15.80%,0.28%,-573198.0
2020-04-09,10710977.0,11.85%,0.25%,-2037483.0
2020-04-10,11102519.0,11.07%,0.25%,391542.0
2020-04-11,10084582.0,14.33%,0.28%,-1017937.0
2020-04-12,10238983.0,13.64%,0.38%,154401.0
2020-04-13,12930675.0,11.32%,0.38%,2691692.0
2020-04-14,12809802.0,13.83%,0.32%,-120873.0
2020-04-15,12492782.0,11.67%,0.27%,-317020.0
2020-04-16,12421909.0,11.67%,0.26%,-70873.0
2020-04-17,12323222.0,13.81%,0.28%,-98687.0
2020-04-18,12560398.0,11.84%,0.27%,237176.0
2020-04-19,13017062.0,11.21%,0.36%,456664.0
2020-04-20,12557829.0,12.46%,0.36%,-459233.0
2020-04-21,11952997.0,11.42%,0.32%,-604832.0
2020-04-22,11989068.0,10.29%,0.30%,36071.0
2020-04-23,12126283.0,11.88%,0.34%,137215.0
2020-04-24,12452381.0,15.45%,0.33%,326098.0
2020-04-25,12281330.0,14.71%,0.30%,-171051.0
2020-04-26,13706232.0,13.91%,0.36%,1424902.0
2020-04-27,12108391.0,12.20%,0.35%,-1597841.0
2020-04-28,13094622.0,12.95%,0.34%,986231.0
2020-04-29,13692561.0,15.85%,0.37%,597939.0
2020-04-30,11895262.0,16.29%,0.34%,-1797299.0
2020-05-01,13494886.0,18.13%,0.34%,1599624.0
2020-05-02,12489796.0,17.21%,0.30%,-1005090.0
2020-05-03,13463675.0,17.73%,0.97%,973879.0
2020-05-04,12898005.0,17.72%,0.85%,-565670.0
2020-05-05,12572087.0,16.60%,0.82%,-325918.0
2020-05-06,12440685.0,16.78%,0.32%,-131402.0
2020-05-07,11039178.0,20.68%,0.39%,-1401507.0
2020-05-08,10408363.0,17.53%,0.47%,-630815.0
2020-05-09,10515296.0,15.75%,0.42%,106933.0
2020-05-10,14409229.0,16.23%,0.34%,3893933.0
2020-05-11,13081245.0,15.36%,0.33%,-1327984.0
2020-05-12,12433663.0,15.04%,0.35%,-647582.0
2020-05-13,12136307.0,13.17%,0.34%,-297356.0
2020-05-14,11014933.0,13.88%,0.33%,-1121374.0
2020-05-15,10344545.0,14.78%,0.32%,-670388.0
2020-05-16,10128046.0,15.29%,0.33%,-216499.0
2020-05-17,12194699.0,15.07%,0.37%,2066653.0
2020-05-18,11419154.0,12.66%,0.36%,-775545.0
2020-05-19,11575528.0,13.36%,0.32%,156374.0
2020-05-20,9860127.0,14.54%,0.34%,-1715401.0
2020-05-21,10766819.0,14.75%,0.31%,906692.0
2020-05-22,10686628.0,14.06%,0.32%,-80191.0
2020-05-23,11343395.0,14.58%,0.29%,656767.0
2020-05-24,12491958.0,13.83%,0.35%,1148563.0
2020-05-25,11328141.0,12.65%,0.36%,-1163817.0
2020-05-26,11415537.0,12.29%,0.33%,87396.0
2020-05-27,11523420.0,12.90%,0.33%,107883.0
2020-05-28,10887964.0,12.58%,0.31%,-635456.0
2020-05-29,10443231.0,16.38%,0.37%,-444733.0
2020-05-30,9918243.0,16.80%,0.32%,-524988.0
2020-05-31,11003596.0,16.95%,0.36%,1085353.0
2020-06-01,12223796.0,14.71%,0.33%,1220200.0
2020-06-02,11073284.0,12.87%,0.30%,-1150512.0
2020-06-03,11946823.0,15.47%,0.29%,873539.0
2020-06-04,11881042.0,15.52%,0.35%,-65781.0
2020-06-05,11117841.0,17.58%,0.39%,-763201.0
2020-06-06,11570307.0,17.24%,0.34%,452466.0
2020-06-07,15503711.0,19.98%,0.63%,3933404.0
2020-06-08,11626495.0,18.24%,0.62%,-3877216.0
2020-06-09,12174925.0,19.02%,0.63%,548430.0
2020-06-10,11321067.0,18.77%,0.33%,-853858.0
2020-06-11,11860656.0,19.62%,0.32%,539589.0
2020-06-12,9673717.0,17.99%,0.32%,-2186939.0
2020-06-13,9992504.0,18.22%,0.27%,318787.0
2020-06-14,14887966.0,20.37%,0.30%,4895462.0
2020-06-15,12093874.0,18.92%,0.33%,-2794092.0
2020-06-16,12238342.0,19.06%,0.31%,144468.0
2020-06-17,12883263.0,21.20%,0.29%,644921.0
2020-06-18,11661588.0,20.10%,0.29%,-1221675.0
2020-06-19,10416209.0,20.78%,0.29%,-1245379.0
2020-06-20,10411156.0,20.26%,0.28%,-5053.0
2020-06-21,13239366.0,19.75%,0.31%,2828210.0
2020-06-22,11731895.0,18.79%,0.32%,-1507471.0
2020-06-23,12262953.0,18.43%,0.28%,531058.0
2020-06-24,12134062.0,18.31%,0.27%,-128891.0
2020-06-25,11473998.0,20.53%,0.27%,-660064.0
2020-06-26,10184225.0,20.03%,0.25%,-1289773.0
2020-06-27,10037914.0,21.02%,0.25%,-146311.0
2020-06-28,13590532.0,23.26%,0.30%,3552618.0
2020-06-29,11690367.0,21.46%,0.31%,-1900165.0
2020-06-30,11348099.0,20.31%,0.27%,-342268.0
2020-07-01,12692450.0,21.81%,0.32%,1344351.0
2020-07-02,11194447.0,20.86%,0.28%,-1498003.0
2020-07-03,9786713.0,21.49%,0.29%,-1407734.0
2020-07-04,9795060.0,22.08%,0.28%,8347.0
2020-07-05,12467141.0,22.87%,0.32%,2672081.0
2020-07-06,12007225.0,21.54%,0.31%,-459916.0
2020-07-07,11386524.0,20.91%,0.29%,-620701.0
2020-07-08,11738232.0,23.05%,0.28%,351708.0
2020-07-09,10617708.0,22.90%,0.30%,-1120524.0
2020-07-10,9670525.0,23.53%,0.30%,-947183.0
2020-07-11,9546536.0,23.33%,0.27%,-123989.0
2020-07-12,14643820.0,25.14%,3.91%,5097284.0
2020-07-13,13161156.0,23.12%,3.51%,-1482664.0
2020-07-14,14600214.0,24.04%,3.42%,1439058.0
2020-07-15,9969327.0,20.34%,0.31%,-4630887.0
2020-07-16,9479914.0,18.61%,0.29%,-489413.0
2020-07-17,9576457.0,23.77%,0.34%,96543.0
2020-07-18,8070853.0,20.53%,0.27%,-1505604.0
2020-07-19,9470049.0,17.34%,0.31%,1399196.0
2020-07-20,9558011.0,16.50%,0.32%,87962.0
2020-07-21,9508150.0,16.61%,0.29%,-49861.0
2020-07-22,9885278.0,16.20%,0.29%,377128.0
2020-07-23,9502768.0,17.89%,0.30%,-382510.0
2020-07-24,8690161.0,18.33%,0.29%,-812607.0
2020-07-25,8204360.0,21.24%,0.38%,-485801.0
2020-07-26,10287089.0,17.77%,0.38%,2082729.0
2020-07-27,9631227.0,16.50%,0.39%,-655862.0
2020-07-28,9562298.0,16.72%,0.31%,-68929.0
2020-07-29,9541738.0,16.62%,0.29%,-20560.0
2020-07-30,9146495.0,17.68%,0.27%,-395243.0
2020-07-31,7724315.0,18.89%,0.29%,-1422180.0
2020-08-01,7564108.0,18.83%,0.23%,-160207.0
2020-08-02,10294643.0,15.89%,0.26%,2730535.0
2020-08-03,10120532.0,15.30%,0.27%,-174111.0
2020-08-04,10158229.0,15.66%,0.26%,37697.0
2020-08-05,9550800.0,15.18%,0.25%,-607429.0
2020-08-06,8869413.0,19.47%,0.29%,-681387.0
2020-08-07,7919750.0,18.31%,0.31%,-949663.0
2020-08-08,7338259.0,17.22%,0.29%,-581491.0
2020-08-09,9987294.0,18.66%,0.84%,2649035.0
2020-08-10,9982246.0,16.39%,0.77%,-5048.0
2020-08-11,9953648.0,16.35%,0.79%,-28598.0
2020-08-12,9654946.0,15.81%,0.34%,-298702.0
2020-08-13,9165281.0,20.28%,0.39%,-489665.0
2020-08-14,8137214.0,18.99%,0.43%,-1028067.0
2020-08-15,8347498.0,20.65%,0.40%,210284.0
2020-08-16,10058824.0,19.10%,0.36%,1711326.0
2020-08-17,9622429.0,16.53%,0.36%,-436395.0
2020-08-18,9875665.0,16.66%,0.33%,253236.0
2020-08-19,9733389.0,19.58%,0.35%,-142276.0
2020-08-20,8414488.0,20.12%,0.34%,-1318901.0
2020-08-21,8145589.0,20.69%,0.41%,-268899.0
2020-08-22,8797824.0,19.79%,0.35%,652235.0
2020-08-23,13661408.0,17.06%,4.69%,4863584.0
2020-08-24,13170485.0,15.32%,5.92%,-490923.0
2020-08-25,10568288.0,16.89%,0.42%,-2602197.0
2020-08-26,11286206.0,17.24%,0.34%,717918.0
2020-08-27,10253279.0,18.06%,0.37%,-1032927.0
2020-08-28,9707959.0,17.10%,0.43%,-545320.0
2020-08-29,10582209.0,17.25%,0.40%,874250.0
2020-08-30,15729602.0,14.77%,1.18%,5147393.0
2020-08-31,13489909.0,16.95%,1.19%,-2239693.0
2020-09-01,12925610.0,13.91%,1.09%,-564299.0
2020-09-02,12971061.0,15.50%,0.31%,45451.0
2020-09-03,12537509.0,15.91%,0.29%,-433552.0
2020-09-04,10022090.0,16.71%,0.31%,-2515419.0
2020-09-05,10758519.0,16.84%,0.28%,736429.0
2020-09-06,15886636.0,13.88%,1.51%,5128117.0
2020-09-07,13070654.0,13.30%,1.31%,-2815982.0
2020-09-08,14007266.0,14.94%,1.45%,936612.0
2020-09-09,12410910.0,15.81%,0.31%,-1596356.0
2020-09-10,11340761.0,14.19%,0.31%,-1070149.0
2020-09-11,9828914.0,16.22%,0.32%,-1511847.0
2020-09-12,9658135.0,16.54%,0.28%,-170779.0
2020-09-13,11875333.0,16.41%,0.36%,2217198.0
2020-09-14,10979720.0,16.54%,0.37%,-895613.0
2020-09-15,10919316.0,15.52%,0.34%,-60404.0
2020-09-16,12515312.0,16.72%,2.44%,1595996.0
2020-09-17,11127654.0,15.37%,2.14%,-1387658.0
2020-09-18,10314540.0,15.73%,2.10%,-813114.0
2020-09-19,10186651.0,15.81%,0.25%,-127889.0
2020-09-20,13084009.0,14.40%,0.38%,2897358.0
2020-09-21,11674942.0,12.28%,0.39%,-1409067.0
2020-09-22,11998132.0,13.79%,0.38%,323190.0
2020-09-23,13191917.0,14.93%,0.29%,1193785.0
2020-09-24,12327062.0,14.04%,0.33%,-864855.0
2020-09-25,12960860.0,13.70%,0.66%,633798.0
2020-09-26,15406178.0,12.20%,0.59%,2445318.0
2020-09-27,18334443.0,11.96%,0.62%,2928265.0
2020-09-28,15108516.0,12.45%,0.35%,-3225927.0
2020-09-29,15074028.0,12.84%,0.31%,-34488.0
2020-09-30,14374461.0,14.06%,0.32%,-699567.0
2020-10-01,14629613.0,12.81%,1.68%,255152.0
2020-10-02,11619068.0,12.66%,0.26%,-3010545.0
2020-10-03,13075037.0,13.32%,0.23%,1455969.0
2020-10-04,15348412.0,12.72%,0.28%,2273375.0
2020-10-05,13183032.0,9.59%,0.29%,-2165380.0
2020-10-06,13509539.0,11.19%,0.29%,326507.0
2020-10-07,13848886.0,10.60%,0.27%,339347.0
2020-10-08,12710685.0,12.32%,0.26%,-1138201.0
2020-10-09,11002418.0,13.35%,0.27%,-1708267.0
2020-10-10,12242148.0,12.17%,0.24%,1239730.0
2020-10-11,20610294.0,15.58%,2.23%,8368146.0
2020-10-12,17381888.0,15.43%,1.97%,-3228406.0
2020-10-13,16866823.0,15.08%,2.17%,-515065.0
2020-10-14,14551109.0,14.95%,0.29%,-2315714.0
2020-10-15,14280563.0,14.48%,0.23%,-270546.0
2020-10-16,13658158.0,17.08%,0.27%,-622405.0
2020-10-17,13921162.0,16.24%,0.24%,263004.0
2020-10-18,16636302.0,15.90%,0.30%,2715140.0
2020-10-19,14348093.0,16.93%,0.31%,-2288209.0
2020-10-20,14033252.0,15.70%,0.28%,-314841.0
2020-10-21,13975292.0,15.70%,0.26%,-57960.0
2020-10-22,13727361.0,20.28%,0.28%,-247931.0
2020-10-23,12475393.0,17.48%,0.25%,-1251968.0
2020-10-24,12552234.0,17.60%,0.24%,76841.0
2020-10-25,16187030.0,16.84%,0.47%,3634796.0
2020-10-26,14583493.0,16.61%,0.45%,-1603537.0
2020-10-27,15138820.0,16.43%,0.47%,555327.0
2020-10-28,12470762.0,12.45%,0.24%,-2668058.0
2020-10-29,12799416.0,14.03%,0.24%,328654.0
2020-10-30,11338885.0,13.47%,0.27%,-1460531.0
2020-10-31,10863755.0,12.77%,0.24%,-475130.0
2020-11-01,14581278.0,12.80%,0.28%,3717523.0
2020-11-02,11744993.0,12.10%,0.30%,-2836285.0
2020-11-03,12307494.0,12.38%,0.31%,562501.0
2020-11-04,13116140.0,13.18%,0.28%,808646.0
2020-11-05,13456791.0,14.08%,0.30%,340651.0
2020-11-06,12506666.0,16.37%,0.29%,-950125.0
2020-11-07,13242165.0,18.99%,0.28%,735499.0
2020-11-08,15836972.0,16.06%,0.33%,2594807.0
2020-11-09,13113957.0,14.06%,0.32%,-2723015.0
2020-11-10,13032972.0,14.15%,0.30%,-80985.0
2020-11-11,16819804.0,14.14%,3.50%,3786832.0
2020-11-12,12066702.0,15.21%,0.33%,-4753102.0
2020-11-13,11178079.0,15.25%,0.32%,-888623.0
2020-11-14,11677509.0,15.09%,0.30%,499430.0
2020-11-15,14273841.0,15.26%,0.42%,2596332.0
2020-11-16,12161317.0,15.25%,0.37%,-2112524.0
2020-11-17,12549789.0,14.55%,0.32%,388472.0
2020-11-18,12438290.0,15.64%,0.30%,-111499.0
2020-11-19,16603583.0,21.04%,0.75%,4165293.0
2020-11-20,22063442.0,26.44%,1.03%,5459859.0
2020-11-21,19526282.0,25.23%,0.85%,-2537160.0
2020-11-22,23541272.0,23.97%,0.85%,4014990.0
2020-11-23,20377729.0,24.44%,0.92%,-3163543.0
2020-11-24,23205623.0,26.89%,1.02%,2827894.0
2020-11-25,23384570.0,27.52%,0.91%,178947.0
2020-11-26,37402028.0,30.93%,1.03%,14017458.0
2020-11-27,69357915.0,30.40%,0.93%,31955887.0
2020-11-28,16549271.0,24.22%,0.48%,-52808644.0
2020-11-29,17108263.0,20.54%,0.41%,558992.0
2020-11-30,24367452.0,24.39%,8.02%,7259189.0
2020-12-01,13374584.0,17.53%,0.29%,-10992868.0
2020-12-02,13849476.0,17.46%,0.23%,474892.0
2020-12-03,12946310.0,16.48%,0.24%,-903166.0
2020-12-04,12915115.0,18.91%,0.28%,-31195.0
2020-12-05,13583783.0,19.03%,0.26%,668668.0
2020-12-06,14574046.0,18.10%,0.26%,990263.0
2020-12-07,13132483.0,16.20%,0.27%,-1441563.0
2020-12-08,14463735.0,16.67%,0.27%,1331252.0
2020-12-09,14883989.0,15.52%,0.26%,420254.0
2020-12-10,14736781.0,16.78%,0.26%,-147208.0
2020-12-11,14131835.0,17.43%,0.30%,-604946.0
2020-12-12,15532685.0,17.87%,0.27%,1400850.0
2020-12-13,18876184.0,18.28%,0.77%,3343499.0
2020-12-14,15862965.0,17.75%,0.86%,-3013219.0
2020-12-15,16669885.0,19.39%,1.31%,806920.0
2020-12-16,16566652.0,19.41%,1.16%,-103233.0
2020-12-17,15603573.0,20.35%,0.99%,-963079.0
2020-12-18,12944411.0,20.54%,0.31%,-2659162.0
2020-12-19,12553358.0,21.84%,0.35%,-391053.0
2020-12-20,13334322.0,22.68%,0.35%,780964.0
2020-12-21,10706303.0,22.13%,0.32%,-2628019.0
2020-12-22,9569871.0,22.83%,0.33%,-1136432.0
2020-12-23,8704642.0,23.90%,0.33%,-865229.0
2020-12-24,6910601.0,25.16%,0.31%,-1794041.0
2020-12-25,9415565.0,25.00%,0.26%,2504964.0
2020-12-26,12823843.0,28.17%,0.29%,3408278.0
2020-12-27,14254985.0,26.56%,0.30%,1431142.0
2020-12-28,15101297.0,24.85%,0.31%,846312.0
2020-12-29,14819362.0,24.47%,0.32%,-281935.0
2020-12-30,13462184.0,23.96%,0.34%,-1357178.0
2020-12-31,8985773.0,25.52%,0.65%,-4476411.0
2021-01-01,9494420.0,24.59%,0.36%,508647.0
2021-01-02,12189922.0,24.39%,0.29%,2695502.0
2021-01-03,15336992.0,25.52%,2.78%,3147070.0
2021-01-04,14166409.0,24.76%,2.37%,-1170583.0
2021-01-05,14233622.0,23.84%,2.32%,67213.0
2021-01-06,13425628.0,23.09%,0.34%,-807994.0
2021-01-07,13291525.0,23.89%,0.31%,-134103.0
2021-01-08,12936815.0,26.38%,0.34%,-354710.0
2021-01-09,12720980.0,25.70%,0.31%,-215835.0
2021-01-10,15263962.0,29.78%,0.83%,2542982.0
2021-01-11,13779829.0,29.18%,0.78%,-1484133.0
2021-01-12,14969432.0,28.37%,0.75%,1189603.0
2021-01-13,13941209.0,27.15%,0.29%,-1028223.0
2021-01-14,13919279.0,27.33%,0.30%,-21930.0
2021-01-15,15958610.0,32.56%,0.32%,2039331.0
2021-01-16,15203208.0,32.47%,0.28%,-755402.0
2021-01-17,16696868.0,31.72%,0.35%,1493660.0
2021-01-18,13669636.0,30.68%,0.33%,-3027232.0
2021-01-19,14709284.0,30.42%,0.33%,1039648.0
2021-01-20,14397057.0,30.01%,0.29%,-312227.0
2021-01-21,15157248.0,33.56%,0.35%,760191.0
2021-01-22,13453706.0,31.08%,0.32%,-1703542.0
2021-01-23,14627689.0,30.87%,0.31%,1173983.0
2021-01-24,19567020.0,31.91%,3.96%,4939331.0
2021-01-25,16217856.0,30.78%,3.56%,-3349164.0
2021-01-26,18702303.0,31.53%,3.78%,2484447.0
2021-01-27,13368292.0,23.43%,0.29%,-5334011.0
2021-01-28,13518629.0,23.70%,0.30%,150337.0
2021-01-29,12671973.0,23.30%,0.28%,-846656.0
2021-01-30,14362512.0,23.16%,0.28%,1690539.0
2021-01-31,15242012.0,21.76%,0.34%,879500.0
2021-02-01,13804336.0,22.34%,0.32%,-1437676.0
2021-02-02,14407497.0,22.17%,0.30%,603161.0
2021-02-03,15145481.0,22.87%,0.30%,737984.0
2021-02-04,13982016.0,24.01%,0.31%,-1163465.0
2021-02-05,12853585.0,23.32%,0.33%,-1128431.0
2021-02-06,14391113.0,23.96%,0.28%,1537528.0
2021-02-07,17268131.0,19.94%,2.04%,2877018.0
2021-02-08,13808653.0,19.89%,1.78%,-3459478.0
2021-02-09,13793209.0,20.29%,1.61%,-15444.0
2021-02-10,13664385.0,20.90%,1.42%,-128824.0
2021-02-11,13015284.0,24.89%,1.40%,-649101.0
2021-02-12,12388070.0,22.52%,1.52%,-627214.0
2021-02-13,13269121.0,20.75%,1.63%,881051.0
2021-02-14,15712429.0,18.97%,2.02%,2443308.0
2021-02-15,12520494.0,18.66%,0.35%,-3191935.0
2021-02-16,13274322.0,19.85%,0.33%,753828.0
2021-02-17,14559787.0,19.75%,0.31%,1285465.0
2021-02-18,13994950.0,22.40%,0.34%,-564837.0
2021-02-19,13025995.0,19.80%,0.32%,-968955.0
2021-02-20,14134654.0,18.14%,0.28%,1108659.0
2021-02-21,17687591.0,15.08%,0.31%,3552937.0
2021-02-22,16297754.0,13.99%,0.33%,-1389837.0
2021-02-23,16026842.0,13.27%,0.31%,-270912.0
2021-02-24,16434651.0,12.78%,0.28%,407809.0
2021-02-25,16085599.0,14.50%,0.28%,-349052.0
2021-02-26,15555301.0,14.78%,0.29%,-530298.0
2021-02-27,15990484.0,15.11%,0.28%,435183.0
2021-02-28,17683768.0,13.78%,0.34%,1693284.0
2021-03-01,15185644.0,13.72%,0.31%,-2498124.0
2021-03-02,15237411.0,13.82%,0.28%,51767.0
2021-03-03,15983888.0,13.98%,0.28%,746477.0
2021-03-04,14767093.0,13.76%,0.27%,-1216795.0
2021-03-05,13615902.0,16.06%,0.29%,-1151191.0
2021-03-06,14226419.0,15.91%,0.26%,610517.0
2021-03-07,16794996.0,14.75%,0.33%,2568577.0
2021-03-08,13513670.0,15.46%,0.42%,-3281326.0
2021-03-09,14005504.0,16.07%,0.39%,491834.0
2021-03-10,13965188.0,15.91%,0.34%,-40316.0
2021-03-11,13269490.0,14.66%,0.26%,-695698.0
2021-03-12,12200733.0,14.76%,0.27%,-1068757.0
2021-03-13,13476128.0,14.96%,0.24%,1275395.0
2021-03-14,16618458.0,14.05%,0.30%,3142330.0
2021-03-15,12999433.0,13.10%,0.32%,-3619025.0
2021-03-16,13538674.0,15.00%,0.30%,539241.0
2021-03-17,13906786.0,14.58%,0.28%,368112.0
2021-03-18,12842143.0,14.81%,0.28%,-1064643.0
2021-03-19,12547255.0,19.48%,0.29%,-294888.0
2021-03-20,13586785.0,17.53%,0.26%,1039530.0
2021-03-21,16545129.0,15.84%,0.44%,2958344.0
2021-03-22,13183427.0,13.94%,0.38%,-3361702.0
2021-03-23,14414690.0,15.35%,0.40%,1231263.0
2021-03-24,14899072.0,14.61%,0.24%,484382.0
2021-03-25,14608608.0,14.89%,0.23%,-290464.0
2021-03-26,13299696.0,14.90%,0.24%,-1308912.0
2021-03-27,15082946.0,14.71%,0.22%,1783250.0
2021-03-28,16777260.0,13.66%,0.21%,1694314.0
2021-03-29,15957324.0,13.18%,0.21%,-819936.0
2021-03-30,15554854.0,11.93%,0.22%,-402470.0
2021-03-31,16242740.0,15.18%,0.28%,687886.0
2021-04-01,14220806.0,19.09%,0.37%,-2021934.0
