date,y,discount_rate,coupon_rate,y_diff
2022-07-25,11902649.0,19.97%,0.24%,214039.0
2022-07-26,11966891.0,20.26%,0.23%,64242.0
2022-07-27,11190488.0,20.32%,0.25%,-776403.0
2022-07-28,10194157.0,20.58%,0.34%,-996331.0
2022-07-29,9754881.0,20.71%,0.60%,-439276.0
2022-07-30,9349328.0,21.66%,0.42%,-405553.0
2022-07-31,11445798.0,21.90%,0.70%,2096470.0
2022-08-01,12135396.0,19.63%,0.66%,689598.0
2022-08-02,11437832.0,19.21%,0.24%,-697564.0
2022-08-03,11357000.0,19.97%,0.32%,-80832.0
2022-08-04,11052513.0,21.14%,0.37%,-304487.0
2022-08-05,9922148.0,21.05%,0.37%,-1130365.0
2022-08-06,9717397.0,21.54%,0.40%,-204751.0
2022-08-07,12244325.0,21.12%,0.39%,2526928.0
2022-08-08,11701240.0,18.94%,0.23%,-543085.0
2022-08-09,11581245.0,19.23%,0.29%,-119995.0
2022-08-10,12267943.0,24.38%,0.36%,686698.0
2022-08-11,11356899.0,23.99%,0.41%,-911044.0
2022-08-12,9720208.0,22.13%,0.27%,-1636691.0
2022-08-13,9019361.0,21.31%,0.23%,-700847.0
2022-08-14,11068613.0,21.57%,0.21%,2049252.0
2022-08-15,12501324.0,20.72%,2.41%,1432711.0
2022-08-16,12451141.0,21.41%,1.12%,-50183.0
2022-08-17,11916190.0,21.94%,0.41%,-534951.0
2022-08-18,11864581.0,22.63%,0.34%,-51609.0
2022-08-19,11206050.0,23.46%,0.23%,-658531.0
2022-08-20,10818485.0,21.74%,0.24%,-387565.0
2022-08-21,12409949.0,20.77%,0.24%,1591464.0
2022-08-22,13839127.0,20.55%,3.19%,1429178.0
2022-08-23,12184999.0,21.72%,1.16%,-1654128.0
2022-08-24,12020326.0,21.41%,0.33%,-164673.0
2022-08-25,10826747.0,21.73%,0.34%,-1193579.0
2022-08-26,10182135.0,20.99%,0.38%,-644612.0
2022-08-27,11075281.0,22.34%,0.57%,893146.0
2022-08-28,13947566.0,20.07%,0.51%,2872285.0
2022-08-29,15554223.0,20.87%,3.34%,1606657.0
2022-08-30,13750228.0,20.47%,1.21%,-1803995.0
2022-08-31,13722960.0,18.17%,0.29%,-27268.0
2022-09-01,12850731.0,19.40%,0.27%,-872229.0
2022-09-02,11193989.0,19.37%,0.27%,-1656742.0
2022-09-03,12148161.0,20.04%,0.34%,954172.0
2022-09-04,14469151.0,19.38%,0.37%,2320990.0
2022-09-05,13637744.0,17.27%,0.31%,-831407.0
2022-09-06,14277776.0,18.38%,0.34%,640032.0
2022-09-07,14697261.0,20.75%,0.33%,419485.0
2022-09-08,14757350.0,19.95%,0.26%,60089.0
2022-09-09,12965932.0,19.19%,0.25%,-1791418.0
2022-09-10,13861262.0,18.88%,0.23%,895330.0
2022-09-11,17306667.0,19.47%,0.23%,3445405.0
2022-09-12,14727984.0,16.53%,0.24%,-2578683.0
2022-09-13,17276705.0,17.64%,3.53%,2548721.0
2022-09-14,19465156.0,20.85%,4.02%,2188451.0
2022-09-15,18020524.0,19.25%,3.86%,-1444632.0
2022-09-16,16436124.0,19.58%,3.69%,-1584400.0
2022-09-17,18564432.0,18.75%,3.69%,2128308.0
2022-09-18,26112344.0,17.60%,4.08%,7547912.0
2022-09-19,17870410.0,15.11%,0.53%,-8241934.0
2022-09-20,17970435.0,16.29%,0.61%,100025.0
2022-09-21,17331234.0,16.59%,0.64%,-639201.0
2022-09-22,15277821.0,16.06%,0.38%,-2053413.0
2022-09-23,14292837.0,18.24%,0.35%,-984984.0
2022-09-24,15571826.0,17.55%,0.30%,1278989.0
2022-09-25,21687542.0,17.97%,1.66%,6115716.0
2022-09-26,19508890.0,16.96%,1.97%,-2178652.0
2022-09-27,19810354.0,17.21%,2.09%,301464.0
2022-09-28,19384631.0,17.37%,0.99%,-425723.0
2022-09-29,17245577.0,17.19%,0.40%,-2139054.0
2022-09-30,14513483.0,19.29%,0.44%,-2732094.0
2022-10-01,15814331.0,17.24%,0.39%,1300848.0
2022-10-02,17488142.0,18.20%,0.36%,1673811.0
2022-10-03,16959686.0,16.82%,0.32%,-528456.0
2022-10-04,14265844.0,15.26%,0.29%,-2693842.0
2022-10-05,15097686.0,16.50%,0.56%,831842.0
2022-10-06,14325693.0,16.64%,0.49%,-771993.0
2022-10-07,12952330.0,18.78%,0.44%,-1373363.0
2022-10-08,13980401.0,17.99%,0.43%,1028071.0
2022-10-09,21686198.0,22.12%,0.44%,7705797.0
2022-10-10,18200290.0,21.70%,0.36%,-3485908.0
2022-10-11,17689356.0,21.10%,0.32%,-510934.0
2022-10-12,18738795.0,21.00%,1.61%,1049439.0
2022-10-13,18952930.0,22.42%,2.08%,214135.0
2022-10-14,16077762.0,21.21%,1.58%,-2875168.0
2022-10-15,15296283.0,21.84%,0.38%,-781479.0
2022-10-16,18951567.0,22.91%,0.84%,3655284.0
2022-10-17,15991740.0,22.89%,0.37%,-2959827.0
2022-10-18,16328423.0,22.22%,0.35%,336683.0
2022-10-19,16931133.0,22.23%,0.52%,602710.0
2022-10-20,16367353.0,23.36%,0.49%,-563780.0
2022-10-21,14599243.0,23.17%,0.44%,-1768110.0
2022-10-22,14628069.0,23.21%,0.39%,28826.0
2022-10-23,22545811.0,23.71%,3.13%,7917742.0
2022-10-24,20127025.0,22.77%,3.06%,-2418786.0
2022-10-25,22381639.0,23.57%,3.46%,2254614.0
2022-10-26,15067029.0,21.56%,0.66%,-7314610.0
2022-10-27,13714667.0,20.81%,0.61%,-1352362.0
2022-10-28,12100780.0,21.44%,0.55%,-1613887.0
2022-10-29,11849363.0,19.81%,0.36%,-251417.0
2022-10-30,14561144.0,20.41%,0.34%,2711781.0
2022-10-31,12689026.0,19.49%,0.35%,-1872118.0
2022-11-01,16703680.0,23.85%,1.50%,4014654.0
2022-11-02,15827022.0,20.76%,0.94%,-876658.0
2022-11-03,16154319.0,21.85%,0.92%,327297.0
2022-11-04,14707212.0,20.17%,0.88%,-1447107.0
2022-11-05,14877530.0,17.85%,0.41%,170318.0
2022-11-06,18835528.0,16.40%,0.31%,3957998.0
2022-11-07,16094516.0,17.11%,0.30%,-2741012.0
2022-11-08,15589508.0,16.64%,0.29%,-505008.0
2022-11-09,16608320.0,18.72%,0.74%,1018812.0
2022-11-10,20393266.0,16.69%,9.15%,3784946.0
2022-11-11,23046053.0,18.83%,9.89%,2652787.0
2022-11-12,12381161.0,19.89%,0.60%,-10664892.0
2022-11-13,16422782.0,17.62%,0.27%,4041621.0
2022-11-14,14691326.0,14.98%,0.27%,-1731456.0
2022-11-15,14671955.0,15.93%,0.25%,-19371.0
2022-11-16,15136541.0,17.24%,0.42%,464586.0
2022-11-17,20843349.0,28.38%,0.54%,5706808.0
2022-11-18,23903931.0,28.17%,0.43%,3060582.0
2022-11-19,25046318.0,28.17%,0.39%,1142387.0
2022-11-20,32605348.0,28.60%,0.41%,7559030.0
2022-11-21,25330460.0,27.23%,0.42%,-7274888.0
2022-11-22,26303687.0,28.51%,0.41%,973227.0
2022-11-23,26406156.0,28.69%,0.53%,102469.0
2022-11-24,38219136.0,33.84%,0.53%,11812980.0
2022-11-25,66115724.0,33.12%,0.44%,27896588.0
2022-11-26,26934947.0,30.41%,0.38%,-39180777.0
2022-11-27,31890868.0,29.75%,0.35%,4955921.0
2022-11-28,32100918.0,25.27%,8.93%,210050.0
2022-11-29,14314613.0,19.54%,0.26%,-17786305.0
2022-11-30,15026662.0,17.10%,0.32%,712049.0
